TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE
"성수동","202512","엑스","8.00000",,,,"4.50000","33.00000","관광 명소","37.5406846","127.0566319","서울특별시 성동구 성수동2가 315-4","서울특별시","성동구","6931869.00000","11826122.00000","-41.40000","149000121.00000","105978086.00000","43022035.00000"
"김해공항","202512","엑스","2.00000",,"2.00000","-1.00000","4.10000","4797.00000","국제 공항","37.5655","126.8013","서울특별시 강서구 하늘길 112","서울특별시","강서구","8630332.00000","14139174.00000","-39.00000","327629821.00000","316545399.00000","11084422.00000"
"강남","202512","엑스","12.00000",,,,"4.10000","601.00000","관광 명소","37.4966645","127.0629804","서울특별시 강남구 남부순환로 2949-2","서울특별시","강남구","20704806.00000","37998220.00000","-45.50000","851188507.00000","587672102.00000","263516405.00000"
"삼청동길","202512","엑스","2.00000","2.00000",,"1.00000","4.30000","2132.00000","관광 명소","37.5837936","126.9819183","서울특별시 종로구 삼청동 63-40","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"인천국제공항","202512","엑스","2.00000",,,,"4.50000","32422.00000","국제공항","37.458666","126.4419679","인천광역시 중구 공항로 272 인천국제공항 (ICN)","인천광역시","중구","8789904.00000","17180030.00000","-48.80000","279036426.00000","205245440.00000","73790986.00000"
"황리단길","202512","엑스","8.00000",,"8.00000","-1.00000","4.20000","7568.00000","관광 명소","35.8376609","129.209724","경상북도 경주시 황남동 포석로 일대","경상북도","경주시","3878406.00000","6934802.00000","-44.10000","81087439.00000","79668791.00000","1418648.00000"
"명동","202512","엑스","18.00000",,,,"4.40000","25754.00000","관광 명소","37.55998","126.9858296","서울특별시 중구 남산동2가 10-4","서울특별시","중구","14098427.00000","25744412.00000","-45.20000","973299327.00000","701404729.00000","271894598.00000"
"압구정동","202512","엑스","2.00000",,,,"4.30000","268.00000","관광 명소","37.5271478","127.0334517","서울특별시 강남구 신사동 언주로 861","서울특별시","강남구","20704806.00000","37998220.00000","-45.50000","851188507.00000","587672102.00000","263516405.00000"
"코엑스몰","202512","엑스","72.00000",,,,"4.30000","24474.00000","쇼핑몰","37.5113686","127.0595931","서울특별시 영동대로 513","서울특별시","강남구","20704806.00000","37998220.00000","-45.50000","851188507.00000","587672102.00000","263516405.00000"
"국립중앙박물관","202512","엑스","2.00000",,,,"4.70000","27802.00000","국립박물관","37.5238506","126.9804702","서울특별시 용산구 서빙고로 137","서울특별시","용산구","10532053.00000","18140212.00000","-41.90000","214781775.00000","180506917.00000","34274858.00000"
"서울월드컵경기장","202512","엑스","2.00000",,,,"4.40000","9400.00000","경기장","37.5682617","126.8972735","서울특별시 마포구 월드컵로 240","서울특별시","마포구","10786650.00000","19969180.00000","-46.00000","268379772.00000","195244196.00000","73135576.00000"
"동대문","202512","엑스","6.00000",,,,"4.40000","7759.00000","역사적 명소","37.5819561","127.054846","서울특별시 동대문구 전농동 141-189","서울특별시","동대문구","5070541.00000","9243374.00000","-45.10000","92655498.00000","87829240.00000","4826258.00000"
"경복궁","202512","유튜브","5.00000","3.00000",,"1.00000","4.60000","45865.00000","문화적 랜드마크","37.579617","126.977041","서울특별시 종로구 사직로 161","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"홍대역","202512","유튜브","10.00000","1.00000","1.00000",,"4.50000","8943.00000","관광 명소","37.557527","126.9244669","서울특별시 홍대입구역","서울특별시","마포구","10786650.00000","19969180.00000","-46.00000","268379772.00000","195244196.00000","73135576.00000"
"인천국제공항","202512","유튜브","17.00000","9.00000",,"1.00000","4.50000","32422.00000","국제공항","37.458666","126.4419679","인천광역시 중구 공항로 272 인천국제공항 (ICN)","인천광역시","중구","8789904.00000","17180030.00000","-48.80000","279036426.00000","205245440.00000","73790986.00000"
"서울대학교","202512","유튜브","24.00000",,,,"4.40000","2002.00000","공립대학교","37.4648267","126.9571988","서울특별시 관악구 관악로","서울특별시","관악구","5887970.00000","10867212.00000","-45.80000","73990712.00000","72233498.00000","1757214.00000"
"황리단길","202512","유튜브","23.00000",,"9.00000","-1.00000","4.20000","7568.00000","관광 명소","35.8376609","129.209724","경상북도 경주시 황남동 포석로 일대","경상북도","경주시","3878406.00000","6934802.00000","-44.10000","81087439.00000","79668791.00000","1418648.00000"
"씨라이프 부산 아쿠아리움","202512","유튜브","2.00000",,,,"4.20000","9115.00000","수족관","35.1592713","129.1610038","부산광역시 해운대구 중동 1414-14","부산광역시","해운대구","6432948.00000","11744480.00000","-45.20000","250082505.00000","221765700.00000","28316805.00000"
"용산전자상가","202512","유튜브","1.00000",,"1.00000","-1.00000","3.70000","2797.00000","전자제품 판매점","37.5326702","126.9647153","서울특별시 용산구 한강로2가 16-10","서울특별시","용산구","10532053.00000","18140212.00000","-41.90000","214781775.00000","180506917.00000","34274858.00000"
"강남","202512","유튜브","87.00000","8.00000","6.00000","0.30000","4.10000","601.00000","관광 명소","37.4966645","127.0629804","서울특별시 강남구 남부순환로 2949-2","서울특별시","강남구","20704806.00000","37998220.00000","-45.50000","851188507.00000","587672102.00000","263516405.00000"
"인왕산","202512","유튜브","1.00000",,,,"4.70000","311.00000","산봉우리","37.5849489","126.9593042","서울특별시 종로구 옥인동 산3-38","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"가로수길","202512","유튜브","3.00000",,,,"4.20000","288.00000","관광 명소","37.5210566","127.0228686","서울특별시 강남구 신사동 667-13","서울특별시","강남구","20704806.00000","37998220.00000","-45.50000","851188507.00000","587672102.00000","263516405.00000"
"DDP 동대문디자인플라자","202512","유튜브","15.00000","4.00000",,"1.00000","4.30000","31169.00000","문화센터","37.5665256","127.0092236","서울특별시 중구 을지로 281","서울특별시","중구","14098427.00000","25744412.00000","-45.20000","973299327.00000","701404729.00000","271894598.00000"
"이화여자대학교","202512","유튜브","1.00000",,,,"4.60000","1422.00000","여자대학","37.5618588","126.9468339","서울특별시 서대문구 대현동 산11-1","서울특별시","서대문구","8079460.00000","14796824.00000","-45.40000","89370268.00000","77091446.00000","12278822.00000"
"N서울타워","202512","유튜브","4.00000",,,,"4.50000","65915.00000","관광 명소","37.5511694","126.9882266","서울특별시 용산구 남산공원길 105","서울특별시","용산구","10532053.00000","18140212.00000","-41.90000","214781775.00000","180506917.00000","34274858.00000"
"압구정동","202512","유튜브","9.00000","1.00000","3.00000","-0.70000","4.30000","268.00000","관광 명소","37.5271478","127.0334517","서울특별시 강남구 신사동 언주로 861","서울특별시","강남구","20704806.00000","37998220.00000","-45.50000","851188507.00000","587672102.00000","263516405.00000"
"성수동","202512","유튜브","63.00000","16.00000","5.00000","2.20000","4.50000","33.00000","관광 명소","37.5406846","127.0566319","서울특별시 성동구 성수동2가 315-4","서울특별시","성동구","6931869.00000","11826122.00000","-41.40000","149000121.00000","105978086.00000","43022035.00000"
"서울광장","202512","유튜브","2.00000","2.00000",,"1.00000","4.30000","3428.00000","공원","37.5655675","126.978014","서울특별시 중구 태평로2가 375","서울특별시","중구","14098427.00000","25744412.00000","-45.20000","973299327.00000","701404729.00000","271894598.00000"
"청계천","202512","유튜브","8.00000","2.00000",,"1.00000","4.50000","10091.00000","공원","37.5691015","126.9786692","서울특별시 중구 무교동 80-1","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"경주월드","202512","유튜브","2.00000",,"2.00000","-1.00000","4.50000","11386.00000","테마파크","35.8362697","129.2830827","경상북도 경주시 보문로 544","경상북도","경주시","3878406.00000","6934802.00000","-44.10000","81087439.00000","79668791.00000","1418648.00000"
"더현대서울","202512","유튜브","11.00000",,,,"4.40000","10513.00000","백화점","37.5260497","126.928296","서울특별시 영등포구 여의대로 108","서울특별시","영등포구","10537502.00000","21126888.00000","-50.10000","313005708.00000","282534875.00000","30470833.00000"
"광안리해수욕장","202512","유튜브","1.00000",,,,"4.60000","1518.00000","해변","35.1531","129.1186","부산 수영구 광안해변로 219","부산","수영구","3566941.00000","6581722.00000","-45.80000","42017701.00000","39822760.00000","2194941.00000"
"광장시장","202512","유튜브","2.00000",,,,"4.20000","43675.00000","재래시장","37.5700398","126.9996036","서울특별시 예지동 2-1번지 1층 종로구 서울특별시 KR","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"동궁과 월지","202512","유튜브","4.00000",,"4.00000","-1.00000","4.50000","20197.00000","역사적 명소","35.8348173","129.2265645","경상북도 경주시 인왕동 517","경상북도","경주시","3878406.00000","6934802.00000","-44.10000","81087439.00000","79668791.00000","1418648.00000"
"부산 국제시장","202512","유튜브","1.00000",,,,"4.10000","12790.00000","시장","35.1731121","129.0714122","부산광역시 양정역","부산광역시","부산진구","6890544.00000","12625228.00000","-45.40000","124763842.00000","98824260.00000","25939582.00000"
"천마총","202512","유튜브","2.00000",,"2.00000","-1.00000","4.40000","4322.00000","무덤","35.8387356","129.2103867","경상북도 경주시 황남동 262","경상북도","경주시","3878406.00000","6934802.00000","-44.10000","81087439.00000","79668791.00000","1418648.00000"
"대릉원","202512","유튜브","2.00000",,"2.00000","-1.00000","4.50000","3602.00000","무덤","35.8381806","129.2106611","경상북도 경주시 황남동 257-1","경상북도","경주시","3878406.00000","6934802.00000","-44.10000","81087439.00000","79668791.00000","1418648.00000"
"코엑스몰","202512","유튜브","68.00000","1.00000",,"1.00000","4.30000","24474.00000","쇼핑몰","37.5113686","127.0595931","서울특별시 영동대로 513","서울특별시","강남구","20704806.00000","37998220.00000","-45.50000","851188507.00000","587672102.00000","263516405.00000"
"국립중앙박물관","202512","유튜브","10.00000","1.00000",,"1.00000","4.70000","27802.00000","국립박물관","37.5238506","126.9804702","서울특별시 용산구 서빙고로 137","서울특별시","용산구","10532053.00000","18140212.00000","-41.90000","214781775.00000","180506917.00000","34274858.00000"
"동대문","202512","유튜브","13.00000",,,,"4.40000","7759.00000","역사적 명소","37.5819561","127.054846","서울특별시 동대문구 전농동 141-189","서울특별시","동대문구","5070541.00000","9243374.00000","-45.10000","92655498.00000","87829240.00000","4826258.00000"
"첨성대","202512","유튜브","2.00000",,"2.00000","-1.00000","4.50000","20198.00000","역사적 장소","35.8346828","129.2190631","경상북도 경주시 인왕동 839-1","경상북도","경주시","3878406.00000","6934802.00000","-44.10000","81087439.00000","79668791.00000","1418648.00000"
"롯데월드","202512","유튜브","1.00000",,,,"4.30000","48111.00000","테마파크","37.5111158","127.098167","서울특별시 송파구 송파대로 521","서울특별시","송파구","12254221.00000","21788404.00000","-43.80000","360742248.00000","316589166.00000","44153082.00000"
"광화문","202512","유튜브","5.00000","4.00000","1.00000","3.00000","4.50000","13821.00000","역사적 명소","37.572389","126.9769117","서울특별시 종로구 세종대로 172","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"명동","202512","유튜브","96.00000","35.00000","9.00000","2.90000","4.40000","25754.00000","관광 명소","37.55998","126.9858296","서울특별시 중구 남산동2가 10-4","서울특별시","중구","14098427.00000","25744412.00000","-45.20000","973299327.00000","701404729.00000","271894598.00000"
"방산시장","202512","유튜브","1.00000",,,,"4.00000","3999.00000","시장","37.5687294","127.0008004","서울특별시 중구 동호로37길 240 20 방산종합시장 A동 1층","서울특별시","중구","14098427.00000","25744412.00000","-45.20000","973299327.00000","701404729.00000","271894598.00000"
"불국사","202512","유튜브","2.00000",,"2.00000","-1.00000","4.60000","17457.00000","불교사찰","35.7901973","129.3320806","경상북도 경주시 불국로 385","경상북도","경주시","3878406.00000","6934802.00000","-44.10000","81087439.00000","79668791.00000","1418648.00000"
"구미시장","202512","유튜브","1.00000",,,,"3.60000","142.00000","시장","36.1172459","128.3509342","경상북도 구미시 송정동 87-61","경상북도","구미시","2248232.00000","4306632.00000","-47.80000","48509536.00000","47788206.00000","721330.00000"
"김포공항","202512","유튜브","3.00000",,,,"4.40000","11500.00000","국제공항","37.5655383","126.8013282","서울특별시 강서구 하늘길 112 김포국제공항 (GMP)","서울특별시","강서구","8630332.00000","14139174.00000","-39.00000","327629821.00000","316545399.00000","11084422.00000"
"낙산공원","202512","유튜브","4.00000",,,,"4.50000","5972.00000","공원","37.5806571","127.0074835","서울특별시 종로구 낙산길 41 낙산공원","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"해운대해수욕장","202512","유튜브","4.00000",,"1.00000","-1.00000","4.60000","2579.00000","해변","35.1719465","129.1741038","부산광역시 해운대구 좌동 998-11","부산광역시","해운대구","6432948.00000","11744480.00000","-45.20000","250082505.00000","221765700.00000","28316805.00000"
"김해공항","202512","유튜브","1.00000",,,,"4.10000","4797.00000","국제 공항","37.5655","126.8013","서울특별시 강서구 하늘길 112","서울특별시","강서구","8630332.00000","14139174.00000","-39.00000","327629821.00000","316545399.00000","11084422.00000"
"남산","202512","유튜브","3.00000",,,,"4.70000","701.00000","산봉우리","37.5537586","126.9809696","서울특별시 중구 회현동1가 100-166","서울특별시","중구","14098427.00000","25744412.00000","-45.20000","973299327.00000","701404729.00000","271894598.00000"
"창경궁","202512","유튜브","2.00000",,"1.00000","-1.00000","4.70000","4616.00000","문화적 랜드마크","37.5787512","126.9948775","서울특별시 종로구 와룡동 2-1","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"하남스타필드","202512","유튜브","12.00000",,"2.00000","-1.00000","4.30000","18685.00000","쇼핑몰","37.5454054","127.223858","경기도 하남시 미사대로 750 스타필드 하남 1층","경기도","하남시","4965006.00000","9033408.00000","-45.00000","140927388.00000","139749702.00000","1177686.00000"
"압구정동","202512","인스타그램","24.00000","3.00000",,"1.00000","4.30000","268.00000","관광 명소","37.5271478","127.0334517","서울특별시 강남구 신사동 언주로 861","서울특별시","강남구","20704806.00000","37998220.00000","-45.50000","851188507.00000","587672102.00000","263516405.00000"
"해운대해수욕장","202512","인스타그램","1.00000",,,,"4.60000","2579.00000","해변","35.1719465","129.1741038","부산광역시 해운대구 좌동 998-11","부산광역시","해운대구","6432948.00000","11744480.00000","-45.20000","250082505.00000","221765700.00000","28316805.00000"
"우도","202512","인스타그램","1.00000",,,,"4.50000","426.00000","섬","33.5042977","126.954048","제주특별자치도 제주시 우도면 연평리 1431-2","제주특별자치도","제주시","4956942.00000","9006136.00000","-45.00000","183055057.00000","158427524.00000","24627533.00000"
"롯데호텔서울","202512","인스타그램","2.00000","2.00000",,"1.00000","4.50000","8687.00000","5성급 호텔","37.5653","126.980979","서울특별시 중구 을지로1가 180-6","서울특별시","중구","14098427.00000","25744412.00000","-45.20000","973299327.00000","701404729.00000","271894598.00000"
"국립경주박물관","202512","인스타그램","1.00000",,,,"4.60000","12914.00000","국립박물관","35.8293965","129.2279056","경상북도 경주시 인왕동 76","경상북도","경주시","3878406.00000","6934802.00000","-44.10000","81087439.00000","79668791.00000","1418648.00000"
"신촌","202512","인스타그램","6.00000",,"6.00000","-1.00000","4.70000","1632.00000","대학교","37.5650797","126.9399549","서울특별시 서대문구 연세로 50-1","서울특별시","서대문구","8079460.00000","14796824.00000","-45.40000","89370268.00000","77091446.00000","12278822.00000"
"김포공항","202512","인스타그램","1.00000",,,,"4.40000","11500.00000","국제공항","37.5655383","126.8013282","서울특별시 강서구 하늘길 112 김포국제공항 (GMP)","서울특별시","강서구","8630332.00000","14139174.00000","-39.00000","327629821.00000","316545399.00000","11084422.00000"
"인천국제공항","202512","인스타그램","56.00000","4.00000","1.00000","3.00000","4.50000","32422.00000","국제공항","37.458666","126.4419679","인천광역시 중구 공항로 272 인천국제공항 (ICN)","인천광역시","중구","8789904.00000","17180030.00000","-48.80000","279036426.00000","205245440.00000","73790986.00000"
"신포국제시장","202512","인스타그램","2.00000",,"2.00000","-1.00000","4.10000","9713.00000","시장","37.4713875","126.6272078","인천광역시 중구 신포동 6-7","인천광역시","중구","8789904.00000","17180030.00000","-48.80000","279036426.00000","205245440.00000","73790986.00000"
"낙산공원","202512","인스타그램","2.00000",,,,"4.50000","5972.00000","공원","37.5806571","127.0074835","서울특별시 종로구 낙산길 41 낙산공원","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"한라산","202512","인스타그램","2.00000",,,,"4.70000","808.00000","산봉우리","33.3616666","126.5291666","제주특별자치도 제주시 오등동 산57번지 한라산골프장내","제주특별자치도","서귀포시","3660836.00000","6701436.00000","-45.40000","98166010.00000","88484066.00000","9681944.00000"
"뚝섬","202512","인스타그램","2.00000",,,,"4.60000","720.00000","공원","37.547206","127.047405","서울특별시 성수1가제2동 뚝섬","서울특별시","성동구","6931869.00000","11826122.00000","-41.40000","149000121.00000","105978086.00000","43022035.00000"
"황리단길","202512","인스타그램","3.00000",,"2.00000","-1.00000","4.20000","7568.00000","관광 명소","35.8376609","129.209724","경상북도 경주시 황남동 포석로 일대","경상북도","경주시","3878406.00000","6934802.00000","-44.10000","81087439.00000","79668791.00000","1418648.00000"
"동대문","202512","인스타그램","16.00000","1.00000","3.00000","-0.70000","4.40000","7759.00000","역사적 명소","37.5819561","127.054846","서울특별시 동대문구 전농동 141-189","서울특별시","동대문구","5070541.00000","9243374.00000","-45.10000","92655498.00000","87829240.00000","4826258.00000"
"N서울타워","202512","인스타그램","3.00000",,"1.00000","-1.00000","4.50000","65915.00000","관광 명소","37.5511694","126.9882266","서울특별시 용산구 남산공원길 105","서울특별시","용산구","10532053.00000","18140212.00000","-41.90000","214781775.00000","180506917.00000","34274858.00000"
"아침고요수목원","202512","인스타그램","2.00000",,,,"4.40000","17096.00000","수목원","37.7439678","127.3524864","경기도 가평군 상면 수목원로 432 아침고요수목원","경기도","가평군","1506432.00000","2934604.00000","-48.70000","26306043.00000","25549128.00000","756915.00000"
"파르나스몰","202512","인스타그램","1.00000","1.00000",,"1.00000","4.40000","454.00000","쇼핑몰","37.5091322","127.0608511","서울특별시 KR 서울특별시 강남구 삼성동 159-8번지 그랜드인터콘티넨탈호텔 지하1층 F34호","서울특별시","강남구","20704806.00000","37998220.00000","-45.50000","851188507.00000","587672102.00000","263516405.00000"
"논현","202512","인스타그램","2.00000",,,,"3.70000","41.00000","수입업체","37.5136787","127.0317124","서울특별시 강남구 논현동 207-3","서울특별시","강남구","20704806.00000","37998220.00000","-45.50000","851188507.00000","587672102.00000","263516405.00000"
"이태원","202512","인스타그램","18.00000",,"12.00000","-1.00000","4.30000","290.00000","관광 명소","37.5385051","126.9925224","서울특별시 용산구 이태원동 213-4","서울특별시","용산구","10532053.00000","18140212.00000","-41.90000","214781775.00000","180506917.00000","34274858.00000"
"가로수길","202512","인스타그램","2.00000",,,,"4.20000","288.00000","관광 명소","37.5210566","127.0228686","서울특별시 강남구 신사동 667-13","서울특별시","강남구","20704806.00000","37998220.00000","-45.50000","851188507.00000","587672102.00000","263516405.00000"
"남산골 한옥마을","202512","인스타그램","1.00000",,,,"4.40000","10168.00000","관광 명소","37.559315","126.994477","서울특별시 중구 퇴계로34길 28","서울특별시","중구","14098427.00000","25744412.00000","-45.20000","973299327.00000","701404729.00000","271894598.00000"
"인사동","202512","인스타그램","2.00000","1.00000",,"1.00000","4.30000","13458.00000","관광 명소","37.5717174","126.9860732","서울특별시 종로구 인사동 153-10","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"남산","202512","인스타그램","1.00000",,"1.00000","-1.00000","4.70000","701.00000","산봉우리","37.5537586","126.9809696","서울특별시 중구 회현동1가 100-166","서울특별시","중구","14098427.00000","25744412.00000","-45.20000","973299327.00000","701404729.00000","271894598.00000"
"DDP 동대문디자인플라자","202512","인스타그램","90.00000","12.00000","6.00000","1.00000","4.30000","31169.00000","문화센터","37.5665256","127.0092236","서울특별시 중구 을지로 281","서울특별시","중구","14098427.00000","25744412.00000","-45.20000","973299327.00000","701404729.00000","271894598.00000"
"국립중앙박물관","202512","인스타그램","2.00000","1.00000",,"1.00000","4.70000","27802.00000","국립박물관","37.5238506","126.9804702","서울특별시 용산구 서빙고로 137","서울특별시","용산구","10532053.00000","18140212.00000","-41.90000","214781775.00000","180506917.00000","34274858.00000"
"코엑스몰","202512","인스타그램","318.00000","8.00000","2.00000","3.00000","4.30000","24474.00000","쇼핑몰","37.5113686","127.0595931","서울특별시 영동대로 513","서울특별시","강남구","20704806.00000","37998220.00000","-45.50000","851188507.00000","587672102.00000","263516405.00000"
"청계천","202512","인스타그램","1.00000",,,,"4.50000","10091.00000","공원","37.5691015","126.9786692","서울특별시 중구 무교동 80-1","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"이화여자대학교","202512","인스타그램","3.00000",,,,"4.60000","1422.00000","여자대학","37.5618588","126.9468339","서울특별시 서대문구 대현동 산11-1","서울특별시","서대문구","8079460.00000","14796824.00000","-45.40000","89370268.00000","77091446.00000","12278822.00000"
"더현대서울","202512","인스타그램","3.00000",,,,"4.40000","10513.00000","백화점","37.5260497","126.928296","서울특별시 영등포구 여의대로 108","서울특별시","영등포구","10537502.00000","21126888.00000","-50.10000","313005708.00000","282534875.00000","30470833.00000"
"덕수궁","202512","인스타그램","3.00000",,,,"4.60000","20058.00000","문화적 랜드마크","37.5658049","126.9751461","서울특별시 중구 세종대로 99","서울특별시","중구","14098427.00000","25744412.00000","-45.20000","973299327.00000","701404729.00000","271894598.00000"
"하남스타필드","202512","인스타그램","8.00000","4.00000",,"1.00000","4.30000","18685.00000","쇼핑몰","37.5454054","127.223858","경기도 하남시 미사대로 750 스타필드 하남 1층","경기도","하남시","4965006.00000","9033408.00000","-45.00000","140927388.00000","139749702.00000","1177686.00000"
"광화문","202512","인스타그램","5.00000","2.00000","3.00000","-0.30000","4.50000","13821.00000","역사적 명소","37.572389","126.9769117","서울특별시 종로구 세종대로 172","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"정자역","202512","인스타그램","1.00000",,,,"4.40000","27.00000","교통 허브","37.366766","127.108265","성남시 정자역","성남시","성남시","7836010.00000","14351708.00000","-45.40000","262621292.00000","249078510.00000","13542782.00000"
"창덕궁","202512","인스타그램","1.00000",,,,"4.60000","13501.00000","문화적 랜드마크","37.5794309","126.9910426","서울특별시 종로구 율곡로 99","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"북촌한옥마을","202512","인스타그램","8.00000","1.00000","2.00000","-0.50000","4.40000","23663.00000","명소","37.5814696","126.9849519","서울특별시 종로구 가회동 30-9","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"서울시청","202512","인스타그램","13.00000","3.00000",,"1.00000","4.30000","849.00000","시청","37.550263","126.9970831","서울특별시 중구 세종대로 110","서울특별시","중구","14098427.00000","25744412.00000","-45.20000","973299327.00000","701404729.00000","271894598.00000"
"경복궁","202512","인스타그램","3.00000","1.00000",,"1.00000","4.60000","45865.00000","문화적 랜드마크","37.579617","126.977041","서울특별시 종로구 사직로 161","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"서울회생법원","202512","인스타그램","1.00000",,,,"4.60000","7.00000","법원","37.4982093","127.0112872","서울특별시 서초구 서초중앙로 157","서울특별시","서초구","17399190.00000","31151268.00000","-44.10000","597873216.00000","522488342.00000","75384874.00000"
"창경궁","202512","인스타그램","5.00000",,"1.00000","-1.00000","4.70000","4616.00000","문화적 랜드마크","37.5787512","126.9948775","서울특별시 종로구 와룡동 2-1","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"전주 한옥마을","202512","인스타그램","2.00000",,,,"4.10000","29037.00000","관광 명소","35.8175376","127.1520417","전북특별자치도 전주시 완산구 기린대로 99","전북특별자치도","전주시","3639496.00000","6879328.00000","-47.10000","58818676.00000","57850890.00000","967786.00000"
"공덕시장","202512","인스타그램","2.00000",,,,"3.90000","2949.00000","재래시장","37.54322","126.951576","서울특별시 공덕역","서울특별시","마포구","10786650.00000","19969180.00000","-46.00000","268379772.00000","195244196.00000","73135576.00000"
"광장시장","202512","인스타그램","6.00000","1.00000",,"1.00000","4.20000","43675.00000","재래시장","37.5700398","126.9996036","서울특별시 예지동 2-1번지 1층 종로구 서울특별시 KR","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"천마총","202512","인스타그램","1.00000",,"1.00000","-1.00000","4.40000","4322.00000","무덤","35.8387356","129.2103867","경상북도 경주시 황남동 262","경상북도","경주시","3878406.00000","6934802.00000","-44.10000","81087439.00000","79668791.00000","1418648.00000"
"광교호수공원","202512","인스타그램","2.00000",,,,"4.60000","6119.00000","생태 공원","37.2830911","127.0659215","경기도 수원시 영통구 하동 광교호수로 102 광교호수공원","경기도","수원시","5102461.00000","9532012.00000","-46.50000","84941926.00000","82052195.00000","2889731.00000"
"성수동","202512","인스타그램","51.00000","4.00000","5.00000","-0.20000","4.50000","33.00000","관광 명소","37.5406846","127.0566319","서울특별시 성동구 성수동2가 315-4","서울특별시","성동구","6931869.00000","11826122.00000","-41.40000","149000121.00000","105978086.00000","43022035.00000"
"홍대역","202512","인스타그램","3.00000",,,,"4.50000","8943.00000","관광 명소","37.557527","126.9244669","서울특별시 홍대입구역","서울특별시","마포구","10786650.00000","19969180.00000","-46.00000","268379772.00000","195244196.00000","73135576.00000"
"삼청동길","202512","인스타그램","1.00000",,,,"4.30000","2132.00000","관광 명소","37.5837936","126.9819183","서울특별시 종로구 삼청동 63-40","서울특별시","종로구","13344258.00000","23594704.00000","-43.40000","277778643.00000","228651621.00000","49127022.00000"
"성신여대입구","202512","인스타그램","2.00000",,,,"4.00000","349.00000","시장","37.592709","127.016539","서울특별시 성신여대입구역","서울특별시","성북구","5181718.00000","8390024.00000","-38.20000","63882160.00000","61445132.00000","2437028.00000"
"강남","202512","인스타그램","210.00000","6.00000","86.00000","-0.90000","4.10000","601.00000","관광 명소","37.4966645","127.0629804","서울특별시 강남구 남부순환로 2949-2","서울특별시","강남구","20704806.00000","37998220.00000","-45.50000","851188507.00000","587672102.00000","263516405.00000"
"명동","202512","인스타그램","96.00000","24.00000","23.00000",,"4.40000","25754.00000","관광 명소","37.55998","126.9858296","서울특별시 중구 남산동2가 10-4","서울특별시","중구","14098427.00000","25744412.00000","-45.20000","973299327.00000","701404729.00000","271894598.00000"
"화성행궁","202512","인스타그램","2.00000",,,,"4.50000","12686.00000","역사적 명소","37.2819666","127.013727","경기도 수원시 팔달구 정조로 825","경기도","수원시","6577000.00000","12353860.00000","-46.80000","117752317.00000","113904567.00000","3847750.00000"
"서울대학교","202512","인스타그램","17.00000","5.00000",,"1.00000","4.40000","2002.00000","공립대학교","37.4648267","126.9571988","서울특별시 관악구 관악로","서울특별시","관악구","5887970.00000","10867212.00000","-45.80000","73990712.00000","72233498.00000","1757214.00000"
